Word,N,Mean,SD
smallpox,26,3.807692308,2.172910137
smash,25,3.2,2.217355783
smasher,28,2.714285714,1.978722799
smear,25,2.68,1.842100251
smell,25,2.32,2.154839515
smelling,26,2.961538462,2.48967097
smelly,25,2.8,2.101586702
smile,24,3,2.105892354
smirk,25,2.88,2.185558662
smock,25,5.08,1.525341492
smog,24,2.708333333,1.680558051
smokehouse,23,3.913043478,2.25455183
smokescreen,26,2.5,1.838477631
smokestack,24,3.291666667,1.654484464
smoking,25,2.76,1.984943324
smoky,23,2.217391304,1.241572381
smooch,25,4.32,2.561249695
smooches,23,3.47826087,2.352359844
smooth,25,2.04,1.540562668
smoothie,24,6.041666667,1.573673815
smoothness,23,2.391304348,2.061313139
smother,25,2.24,1.71464282
smudge,23,2.956521739,1.795911034
smuggle,26,2.423076923,1.724484315
smuggler,27,4.481481481,1.928936941
smut,26,2.615384615,1.675157857
snack,28,6.142857143,1.112697281
snag,23,2.695652174,1.769303474
snagged,26,1.730769231,1.218447941
snail,23,4.52173913,1.97414113
snake,23,3.956521739,1.988106931
snakebite,23,2.869565217,1.937766939
snap,25,2.84,1.993322185
snapdragon,26,3.346153846,1.896149945
snapper,22,3,1.66189794
snapshot,23,3.304347826,2.076596486
snare,25,4.04,2.130727575
snarl,23,1.782608696,1.04257207
snatch,24,2.833333333,2.31566812
snatcher,24,2.875,2.132818099
sneak,23,1.695652174,1.459600898
sneaker,25,6.48,1.446835628
sneer,25,2.4,1.755942292
sneeze,24,3.166666667,2.425707726
snicker,24,2.958333333,2.493106438
sniff,28,2.428571429,1.989389846
sniffer,24,3.416666667,1.863065885
snip,22,2.318181818,1.809666205
snipe,20,1.9,1.682729612
snitch,23,2.260869565,1.711389422
snob,25,2.52,1.584297952
snoop,24,1.583333333,1.212853863
snooze,28,3.571428571,2.348026302
snore,24,2.125,1.727337735
snorer,27,3.333333333,1.818706218
snoring,26,3.115384615,2.232969737
snorkel,27,4.814814815,1.961887573
snort,24,2.666666667,1.948615265
snorting,26,2.5,1.94422221
snot,25,5.32,2.035517952
snout,23,4,1.732050808
snow,26,5.538461538,1.630478929
snowball,28,5.5,1.319371343
snowdrift,23,4.304347826,2.098371286
snowdrop,25,3.76,2.005824851
snowfall,23,4.347826087,1.640639999
snowfield,22,3.772727273,1.95013597
snowflake,25,5,1.825741858
snowman,24,4.916666667,1.954185401
snowshoe,24,5.541666667,1.503016291
snowstorm,24,3.166666667,1.926173649
snowy,23,2.565217391,1.854382695
snub,24,1.833333333,1.464557113
snuff,23,3.739130435,2.199532829
snug,23,1.913043478,1.729767285
snuggle,23,3.130434783,2.242246192
so,24,1.916666667,2.019829237
soak,22,2.954545455,1.96340988
soaker,23,2.826086957,2.269404686
soap,23,6.434782609,1.199472875
soapy,24,2.875,2.232419238
soar,23,1.608695652,0.988071144
soaring,26,1.884615385,1.395046181
sob,25,2.68,2.286190427
sober,27,2,1.664100589
soccer,25,4.64,1.997498436
social,23,2.173913043,2.014767614
socialist,25,4.16,1.624807681
socialite,25,3.04,1.743559577
sociologist,25,3.76,2.02649122
sock,24,5.833333333,1.88048714
socket,25,5.24,1.942506971
sod,23,5.086956522,1.856512945
soda,23,6.47826087,0.947223945
sofa,23,6.608695652,0.656376447
soft,24,2.333333333,2.18028053
softball,24,5.75,1.648451183
software,25,3.12,2.147091055
softwood,22,3.909090909,2.223448435
soggy,23,1.782608696,1.204405615
soil,27,5.703703704,1.636478744
solar,27,1.407407407,0.797074423
solarium,18,3.777777778,1.926763686
sold,24,1.625,1.209113941
soldier,25,4.56,1.894729532
sole,28,4.107142857,1.87259546
soles,23,4.913043478,2.043015674
solicitor,24,4.875,1.940696872
solid,25,3.32,2.19317122
solitaire,27,3.814814815,1.902165508
solo,25,1.96,1.645195024
soloist,24,4.25,2.048329118
soluble,22,2.5,1.994038735
solution,23,2.52173913,2.40963153
solve,25,1.72,1.568438714
solvent,24,3.333333333,1.578845662
sombrero,27,5.518518519,1.625999583
some,24,1.583333333,1.138903617
somebody,25,4.08,2.158703314
someone,24,4.625,2.261444325
somersault,23,2.956521739,2.033319294
son,24,5.875,1.483606065
sonar,24,1.833333333,1.129319405
sonata,21,2.095238095,1.868281614
song,28,2.321428571,1.743847841
songbird,25,3.4,2.041241452
songbook,25,5.76,1.392838828
sonnet,26,2,1.673320053
sonogram,29,4.206896552,2.076730094
sorcerer,27,3.111111111,1.948043068
sorceress,24,3.083333333,2.083405796
sore,27,3.740740741,2.52057064
sorry,24,1.541666667,1.473805092
sort,24,1.75,1.390964632
sorter,27,3.185185185,1.922279037
souffle,21,5.571428571,1.886038933
sound,29,2.103448276,1.819435305
soundless,25,1.96,1.71949605
soundtrack,27,2.111111111,1.310705428
soup,26,5.576923077,1.629062968
sour,24,2.208333333,1.768791449
source,24,2.333333333,1.493949148
sourdough,25,5.12,1.855622088
south,24,1.583333333,0.775531608
southerner,22,5.045454545,2.148693351
southernmost,26,1.230769231,0.587039509
southpaw,22,2.863636364,1.934534632
sow,29,3.310344828,2.054671477
sowing,24,2.916666667,2.165272684
soy,28,4.785714286,1.872948613
soybean,25,5.2,1.683250823
spa,24,3.875,1.984998083
spacecraft,23,3.913043478,2.25455183
spaceship,25,4.12,1.763519209
spacesuit,27,4.814814815,1.902165508
spade,25,4.4,2.041241452
spades,26,3.807692308,2.191241306
spaghetti,27,6,1.14354375
span,26,2.076923077,1.764609349
spaniel,24,3.791666667,2.264646372
spank,25,3.72,2.150968774
spar,24,2.166666667,1.685401943
spare,25,2.28,1.696073898
spareribs,23,4.869565217,2.11712386
spark,24,2.416666667,1.88625847
sparking,25,2.04,1.790716802
sparkle,24,1.5,1.215837518
sparkler,25,3.96,2.207562759
sparks,23,2.739130435,1.214210979
sparring,25,3.08,2.271563338
sparrow,23,3.869565217,2.159636919
spasm,24,2.333333333,1.659404468
spastic,24,2.541666667,1.887698545
spat,24,2.666666667,1.809796209
spatter,23,2.652173913,1.695145359
spatula,24,5.708333333,1.458980188
spawn,25,2.28,1.429452109
speak,25,3.44,2.450850193
speakeasy,27,2.925925926,1.879564719
speakers,25,4.92,1.730125236
speaking,25,3.6,2.661453237
spear,24,5.208333333,1.910592138
spearhead,27,4.148148148,2.143033502
spearmint,22,3.636363636,2.19404941
species,25,3.44,1.894729532
Speck,738,2.953929539,1.848551
speckled,27,1.592592593,1.248360749
specks,24,2.833333333,1.88048714
spectacles,25,5.28,2.150968774
spectator,23,4.173913043,2.124578545
spectrometer,21,3.904761905,1.813966976
spectroscope,20,4.9,1.860956178
spectrum,24,1.875,1.62353613
sped,22,1.818181818,1.332250643
speech,25,2.88,2.403469714
speed,24,2.208333333,1.744037461
speedboat,23,5.434782609,1.308228746
speedometer,24,4.083333333,1.931808494
speedway,25,3.32,1.842100251
spell,26,1.846153846,1.566966692
spelling,26,2.615384615,2.118054259
spend,25,2.32,1.77294482
spent,23,1.565217391,1.502303896
sperm,24,3.833333333,2.035909511
spew,25,2.36,1.976528944
sphere,24,3.916666667,2.062431378
spherical,23,1.695652174,1.063219066
sphincter,25,4.88,2.315167381
sphinx,25,3.12,2.027313493
spice,24,5.125,1.752327645
spices,23,5.391304348,1.827545061
spicy,24,2.125,1.752327645
spider,25,5.32,1.676305461
spike,26,4.615384615,1.626700294
spiky,23,2.434782609,1.61881233
spill,23,3.304347826,1.94082416
spillover,24,2.208333333,1.215092291
spin,23,2.217391304,1.832944024
spinach,25,4.96,2.111081871
spinal,22,3.5,1.94569121
spine,25,4.8,2.061552813
spinner,25,4.2,2.179449472
spinster,22,3.545454545,1.895540449
spiral,25,2.52,1.758787461
spire,20,2.55,1.791059669
spirit,25,1.84,1.434108318
spit,23,4.391304348,2.126438132
spite,24,1.625,1.055523773
splash,24,3.25,2.151844507
splashdown,26,1.615384615,1.168825841
splashing,25,3.32,2.154839515
splat,22,2.090909091,1.743261609
splatter,24,2.708333333,1.545798419
spleen,25,2.96,2.071231518
splice,24,1.791666667,1.473805092
splicer,23,3.260869565,2.157805942
splint,24,4.958333333,1.706233244
splinter,23,4.652173913,1.92137961
split,23,1.956521739,1.609016099
splotch,22,1.681818182,1.286796082
spoil,23,1.47826087,0.994053466
spoke,26,3.384615385,2.333699605
spokesman,24,4.375,2.017585729
spokeswoman,24,3.916666667,1.742478661
sponge,22,6.5,1.224744871
sponged,27,3.481481481,2.082350195
spongy,27,2.37037037,1.757361399
spook,25,1.6,1.154700538
spool,23,4.52173913,1.97414113
spoon,26,6.115384615,1.336470668
spoonful,25,3.84,2.303620339
spore,24,3.541666667,1.864523874
sport,27,3.518518519,2.259516122
sportsman,27,3.703703704,1.771891966
sportswoman,25,4.68,2.212088003
sportswriter,25,4.32,1.908751774
spot,24,3.416666667,1.863065885
spotless,25,1.36,0.907377173
spotlight,23,2.956521739,1.988106931
spotted,23,2.217391304,1.756973683
spout,24,5,1.719453907
sprain,23,2.913043478,1.755848499
sprang,25,2.64,1.976528944
sprawl,27,3.444444444,2.081665999
spray,22,3.818181818,1.763015913
sprayer,25,4.96,1.859211302
spread,25,3.12,2.088061302
spreader,24,4.375,2.142986539
spree,23,1.565217391,1.036869719
sprig,19,4.105263158,2.105409352
spring,27,2.851851852,1.974913897
springboard,23,5,1.954016842
springing,23,2.043478261,1.491742754
springy,22,2.136363636,1.641586183
sprinkle,29,3.896551724,2.319864953
sprinkler,27,4.962962963,1.556165936
sprinkling,23,2.086956522,1.345465228
sprint,24,2.541666667,1.977683464
sprinter,23,4.565217391,1.804693048
sprite,22,3.681818182,2.358093734
sprocket,20,3.9,1.803505359
sprout,23,3.913043478,1.904851306
sprouting,24,2.333333333,1.903467469
spruce,25,2.72,1.768238295
sprung,25,2.12,1.810156531
spry,24,1.708333333,1.334465099
spud,25,4.2,2.309401077
spun,27,1.888888889,1.671787006
spur,25,3.68,1.930457631
spurt,24,1.875,1.392916864
spy,22,3.454545455,1.844613077
spyglass,25,5.64,1.524248449
squad,25,3.24,1.920937271
squadron,24,2.5,1.719453907
squall,22,2.272727273,1.420322505
squander,24,1.291666667,0.624093546
square,23,2.956521739,1.965110704
squash,22,5.409090909,2.15271901
squat,25,2.6,2.179449472
squatter,23,3.173913043,2.059394746
squatting,25,2.88,2.127596453
squaw,21,2.80952381,1.833549771
squawk,24,1.833333333,1.372609912
squawker,24,3.333333333,1.809796209
squeak,23,1.956521739,1.429502802
squeaker,23,3.173913043,1.898616097
squeaking,23,1.391304348,0.656376447
squeal,23,2,1.507556723
squealing,23,2.434782609,1.779327936
squeegee,24,5.875,1.596531567
squeeze,24,2.458333333,1.817288153
squeezer,21,3.952380952,2.155833724
squeezing,23,2.826086957,1.96912934
squelch,25,1.68,1.31402689
squid,25,4,1.957890021
squiggle,23,1.47826087,0.947223945
squint,24,2.583333333,2.145098896
squinted,25,1.88,1.394034911
squinting,24,2.5,1.769303474
squire,23,3.652173913,1.773765785
squirm,24,2.416666667,2.124733572
squirming,25,2.76,2.067204231
squirrel,26,4.346153846,1.647842412
squirt,24,2.833333333,2.098999071
stab,23,2.956521739,2.305689817
stabbing,25,2.52,1.98158186
stable,25,3.92,1.913112647
stableman,24,4.375,2.081230823
stack,25,3.48,2.084066538
stadium,25,4.08,1.846618531
staff,28,4.928571429,1.741190981
stag,24,3.416666667,1.976308959
stage,24,4.875,1.895360468
stagecoach,26,4.538461538,1.67882743
stagger,24,1.833333333,1.239448218
stagnant,27,1.888888889,1.625123269
stain,24,3.083333333,1.585715218
staining,25,2.56,2.063169083
stair,25,5.36,1.680277755
staircase,23,5.695652174,1.663369598
stairs,25,5.88,1.394034911
stairwell,26,5.038461538,1.907475174
stake,25,4.36,2.11896201
stalagmite,22,3.318181818,1.783158344
stale,23,1.565217391,0.727766631
stalk,23,2.826086957,1.497032638
stall,24,4.625,1.860633366
stallion,25,4.88,1.715614564
stamen,20,3.35,2.109502311
stamp,23,5.304347826,1.607787373
stampede,25,2.64,1.524248449
stance,28,3.178571429,2.073707923
stand,26,4.038461538,2.32345896
standing,25,3.36,2.11896201
stank,24,1.875,1.226961606
staple,25,5.32,1.676305461
stapler,24,6.458333333,0.883627241
stapling,24,3.166666667,1.903467469
star,24,1.916666667,1.585715218
starch,24,4.416666667,1.954185401
starched,22,2.5,1.738910442
stardust,22,2.090909091,1.874873733
stare,26,2.038461538,1.684773438
starfish,28,3.857142857,1.799470822
stargazer,24,3.875,2.232419238
staring,25,2.72,2.111871208
starlet,24,3.708333333,2.196423311
starlight,26,3.115384615,2.355027356
starry,25,2.2,1.802775638
start,25,2.28,2.072036036
starve,23,2.217391304,1.704446637
state,25,1.92,1.55241747
statehouse,25,3.28,1.904380914
statement,23,2.739130435,1.789296238
stateroom,23,3.652173913,1.824298013
statesman,23,4,1.705605731
static,25,2.32,1.6
station,22,3,1.48002574
stationary,22,4.727272727,2.097204901
stationery,23,4.608695652,2.36910283
stationmaster,23,4.739130435,1.737746485
statistician,24,4.166666667,2.160246899
statue,27,4.777777778,1.908147175
statuette,23,4.739130435,1.657418346
statute,26,3.538461538,2.436895882
stay,27,1.666666667,1.493575988
stead,18,2.888888889,1.843554396
steak,24,5.75,1.674618711
steal,23,2.086956522,1.564174004
stealth,26,1.576923077,1.301478449
steam,29,3.862068966,1.958938086
steamboat,24,4.541666667,1.955575456
steaming,26,2.115384615,1.751043645
steamroller,28,3.785714286,1.618347187
steamship,24,3.625,1.78915817
steamy,25,2.36,1.823001189
steed,22,4.227272727,2.091520709
steel,26,4.884615385,1.796149728
steelworker,25,4.44,1.757839583
steelworks,25,3.4,1.632993162
steep,25,2.36,1.823001189
steeple,27,3.222222222,1.761409692
steer,25,3.4,2.101586702
steering,25,3.36,2.23383079
steersman,16,3.5625,2.159282288
stem,27,4.666666667,1.901416476
stemmed,26,2.230769231,1.795721411
stench,25,2.32,1.796292478
stencil,24,5.583333333,1.767254482
stenographer,24,4.625,1.78915817
step,25,5.2,1.802775638
stepbrother,25,4.88,2.127596453
stepchild,25,5.04,1.593737745
stepdaughter,25,4.72,1.989974874
stepfather,25,5.16,1.724335621
stepladder,23,6.130434783,1.140348744
stepmother,23,3.913043478,2.213862184
stepparent,23,5,1.858640755
stepsister,27,5.333333333,1.839732422
stepson,23,5.304347826,2.098371286
stereo,25,5.68,1.651262144
sterile,23,1.782608696,1.346933276
sterling,22,2.863636364,1.859222944
stern,27,1.666666667,1.358732441
sternum,20,4.1,1.943951483
steroid,23,4.043478261,2.077547962
steroids,25,4.52,1.851125784
stethoscope,25,5.8,1.471960144
steward,25,4.16,1.748332539
stewardess,25,5.12,1.855622088
stick,25,6.16,1.02794293
stickiness,24,3,1.719453907
stickman,24,3,2.043015674
sticky,27,2.851851852,1.974913897
stiff,24,1.583333333,1.059805834
stiffen,23,2.130434783,1.604095549
still,23,1.739130435,1.214210979
stilt,23,4.652173913,1.824298013
stimulant,23,3.391304348,2.039142655
sting,28,2.821428571,2.178235294
stinging,23,2.782608696,1.881887876
stink,28,3.642857143,2.512403095
stinky,24,2.208333333,1.531670491
stint,22,1.818181818,1.097024705
stir,24,3.083333333,2.301543276
stirrer,26,4.615384615,1.856381924
stirrup,24,4.958333333,1.966660526
stitch,24,3.958333333,1.852827843
stitching,27,4.444444444,2.081665999
stock,24,3,1.744556752
stockade,21,3.80952381,1.990453406
stockbroker,27,4.851851852,1.747607237
stockholder,25,3.56,2.142428529
stocking,25,5.6,1.825741858
stockings,25,5.84,1.598957994
stockman,24,3.75,2.048329118
stockpile,27,3.814814815,2.219442706
stockroom,27,4.259259259,2.030395804
stocks,24,2.666666667,1.632993162
stockyard,23,4.130434783,2.073739438
stoic,23,1.434782609,0.945135246
stoke,27,1.666666667,1.176696811
stole,24,2.125,1.423788577
stomach,25,4.44,2.218858565
stomp,28,4.321428571,2.553915968
stone,24,5.875,1.454004964
stonecutter,25,4.16,2.095232684
stonemason,23,3.956521739,1.744556752
stonewall,27,4,2.417882099
stoneware,23,5.434782609,1.674028537
stonework,23,4.130434783,2.180582654
stony,24,2.416666667,1.717345441
stood,25,2.68,2.19317122
stooge,21,2.80952381,1.806074407
stool,26,6.076923077,1.521133181
stoop,24,4.5,2.146787286
stop,24,1.5,0.884651737
stopwatch,24,6.041666667,1.36665783
storage,24,2.958333333,1.680558051
store,23,5.739130435,1.421183607
storefront,25,4.12,1.855622088
storehouse,24,4.5,1.865009616
storekeeper,24,4.75,1.674618711
storeroom,29,4.655172414,1.446075034
stork,25,3.44,2.180978374
storm,23,2.826086957,1.850114835
stormy,25,1.76,1.45143607
story,28,2.821428571,1.963624227
storybook,27,5.703703704,1.659814976
storyteller,21,4,2.073644135
stout,26,2,1.385640646
stove,24,5.75,1.481773321
stovepipe,23,3.913043478,2.172410548
stow,23,1.956521739,1.26052878
stowaway,21,3.19047619,2.015416771
straddle,23,2.695652174,2.009857132
straddling,23,2.608695652,2.126438132
straggler,22,2.818181818,1.867934016
straight,25,1.96,1.695090951
straightedge,24,4.291666667,2.255026591
straighten,28,2.071428571,1.824292281
strain,22,2.136363636,1.457181054
strainer,24,4.875,2.112334377
strait,23,1.652173913,0.831684799
straitjacket,27,5.037037037,1.89089888
strand,27,3.518518519,2.259516122
strange,24,1.583333333,1.100065874
stranger,23,3.47826087,1.647851638
strangle,25,2.52,2.084066538
strangulation,25,2.84,2.075250989
strap,26,4.923076923,2.096150318
strapless,27,1.851851852,1.292097392
straw,23,6,1.906925178
strawberry,28,6.357142857,1.026114055
stray,22,2.954545455,1.914288945
streak,27,2.592592593,1.926720196
streaker,27,2.703703704,1.659814976
stream,28,4.678571429,1.846990975
streamer,25,4.16,2.303620339
street,24,4.708333333,2.115762103
streetcar,24,4.791666667,1.718927033
streetlight,25,3.2,1.802775638
streets,26,4.769230769,1.632364967
streetwalker,25,4.84,1.518771433
strength,27,2.074074074,1.685365195
stress,23,2.347826087,1.873467753
stretch,24,2.833333333,2.219805449
stretcher,25,5.08,1.55241747
stretchy,23,1.913043478,1.164358718
strict,25,1.52,1.084742673
stride,24,3.166666667,2.239306311
strike,23,2.304347826,1.490417349
striker,28,3.892857143,1.950105139
String,741,5.626180837,1.642942
stringent,28,1.535714286,1.426784597
strings,23,5.260869565,1.789296238
strip,22,3.227272727,2.287269493
stripe,25,2.52,1.805547009
striped,25,1.64,1.287115638
stripper,25,4.2,2.121320344
stripping,24,2.166666667,1.685401943
striptease,21,3.857142857,2.104417123
strode,24,2.416666667,2.041241452
stroke,24,2.583333333,1.863065885
stroking,24,3.708333333,2.17653827
stroll,27,2.333333333,1.839732422
stroller,24,6.5,0.932504808
strong,23,1.869565217,1.740019536
strongbox,22,4.454545455,2.109553614
struck,25,2.44,1.635033129
structure,25,4.16,2.173323108
strudel,24,5.666666667,1.551063216
struggle,25,2.16,1.675310916
strum,23,3.304347826,2.285026012
strung,25,1.72,0.979795897
strut,25,3.04,2.457641145
strutting,24,2.166666667,1.659404468
stubbly,22,2.636363636,1.705605731
stubborn,24,1.666666667,1.372609912
stuck,26,1.846153846,1.689788334
stud,24,4.166666667,2.140025735
student,23,5.043478261,1.664557295
study,25,2.28,1.429452109
stuff,23,4.391304348,2.104953691
stuffed,25,2,1.732050808
stumble,24,2.708333333,1.944427191
stump,25,4.2,1.914854216
stun,25,2.68,1.930457631
stung,22,3.045454545,2.034869195
stunt,23,2.565217391,1.779327936
stupid,25,1.48,1.159022577
sturdy,23,1.52173913,1.162660164
sturgeon,21,3.666666667,2.033060091
stutterer,24,2.75,1.961587644
sty,23,3.913043478,2.02064444
style,23,1.695652174,1.459600898
suave,27,1.518518519,1.051386278
subcommittee,25,2.52,1.782320585
subcontinent,28,1.928571429,1.537881454
subcontractor,24,3.75,2.090350501
subdivision,28,3.035714286,1.85556506
subheading,27,1.481481481,1.014144974
subject,27,1.444444444,0.891555828
sublet,21,2.285714286,1.978455386
submarine,23,4.826086957,2.269404686
submariner,24,3.791666667,1.768791449
submit,25,1.64,1.036018018
subsoil,22,2.636363636,1.559775764
substance,23,4.47826087,1.950980295
substation,22,3.318181818,1.644221154
substitute,24,3.083333333,1.742478661
substructure,24,2.625,1.860633366
subtitle,23,1.47826087,0.994053466
subtract,23,2.52173913,1.780438282
suburb,24,3.208333333,2.105462185
subway,26,5,1.523154621
success,22,1.5,1.10194633
suck,23,2.608695652,2.310826897
suckle,23,2.739130435,1.912100019
suckling,24,2.458333333,1.817288153
suction,25,2.48,1.805547009
suds,23,4.652173913,1.584260529
sue,26,1.884615385,1.4512594
suede,24,5,1.911066172
suffix,27,1.962962963,1.427248064
suffocate,25,2.12,1.855622088
sugar,23,6.173913043,1.336623083
sugarcane,23,5.043478261,1.988106931
sugarless,23,1.739130435,1.321754733
sugary,25,2.48,2.023198787
suicide,24,2.791666667,2.186503396
suit,23,6.52173913,0.947223945
suitcase,25,6.08,1.469693846
suite,24,3.166666667,1.833662685
suitor,23,2.608695652,1.827545061
sulfide,25,2.32,1.573742885
sulfur,23,3.304347826,2.363256278
sulk,23,2.52173913,2.064187386
sullen,26,1.461538462,1.139500565
sulphur,21,3.238095238,1.841324575
sultan,24,3.083333333,1.791687732
sum,23,1.391304348,0.656376447
summer,25,1.92,1.605199884
summerhouse,23,5,1.705605731
summit,27,3.074074074,1.685365195
summon,26,1.807692308,1.49717683
summons,22,2.318181818,1.672931947
sun,23,2.086956522,1.781547935
sunbathe,25,2.16,1.841195264
sunbather,23,4.260869565,1.51409713
sunburn,25,4.12,2.027313493
sunburnt,24,2.75,2.211629342
sunburst,23,1.695652174,1.22232203
sundae,25,5.96,1.670329309
sundeck,24,4.5,1.911066172
sunfish,24,4.041666667,1.988645304
sunflower,24,5.333333333,1.493949148
sung,25,1.76,1.507757717
sunglasses,24,6.458333333,0.931532943
sunk,28,2.464285714,1.452511053
sunken,23,1.434782609,0.843482336
sunlamp,25,4.08,1.956186767
sunless,24,1.5,0.978019294
sunlight,25,2.48,2.293468988
sunlit,24,2,1.414213562
sunny,23,1.913043478,1.564174004
sunrise,27,2.074074074,2.036700309
sunroof,27,4.814814815,1.468569085
sunset,21,2.333333333,1.798147195
sunshine,26,3.269230769,2.182799896
sunspot,26,2,1.469693846
sunstroke,24,2.125,1.512628004
suntanned,25,3.12,2.127596453
supercharger,22,3.045454545,2.214180978
superintendent,25,4.08,1.913112647
supermarket,23,4.869565217,2.282429882
supernova,23,2.086956522,1.703286755
superstructure,25,2.84,1.8636881
supervisor,26,4.269230769,1.613882085
supper,25,5.2,1.658312395
supple,28,1.75,1.322875656
supply,28,3.464285714,1.643892014
support,26,2.230769231,1.773306343
suppository,23,5.782608696,1.677566466
surf,24,3.458333333,1.933214639
surface,23,3.782608696,1.807975305
surfboard,24,5.916666667,1.31601066
surfer,25,4.2,1.802775638
surge,24,1.958333333,1.428869017
surgeon,27,5,1.775907135
surgery,25,2.6,1.870828693
surplus,23,2.47826087,1.562910025
surprise,24,1.625,1.17260394
surround,25,1.96,1.743559577
surrounded,23,1.739130435,1.251086484
surroundings,25,3.64,1.84571576
survey,24,3.75,2.171955641
surveyor,23,4.47826087,2.086091718
survive,25,1.72,1.4
sushi,24,5.708333333,1.654484464
suspect,23,4.173913043,2.166945356
suspend,23,1.695652174,1.145536104
suspender,25,5.76,1.45143607
suspenders,25,5.24,1.762573876
suspicion,26,1.653846154,1.263085356
suture,23,4.652173913,1.721751108
swab,25,4.76,1.963839776
swaddle,24,3.875,1.940696872
swag,24,2.625,2.102017664
swagger,23,3.304347826,2.265046309
swallow,25,3.68,2.267891826
swam,25,2.48,2.123676058
swamp,23,4.52173913,1.805787796
swan,24,4.208333333,1.99954705
swap,24,2.083333333,1.742478661
swarm,28,3,1.721325932
swashbuckler,26,3,1.64924225
swat,24,2.125,1.569062307
sway,28,2.071428571,1.561778934
sweat,24,4.208333333,2.225917821
sweatband,24,6.041666667,1.197067673
sweated,25,2.04,1.619670748
sweater,27,6.592592593,0.636049058
sweating,25,3.84,2.339515619
sweatshirt,25,6.6,0.707106781
sweatshop,25,3.96,1.670329309
sweaty,26,2.5,2.04450483
sweep,25,3,2.198484326
sweepings,23,2.913043478,1.781547935
sweet,24,3.125,2.153106956
sweetener,25,5.2,1.755942292
swell,23,1.782608696,1.380267489
swelled,24,2,1.474419562
swept,25,3.04,2.335950913
swerve,24,1.875,1.329023833
swift,24,1.375,1.17260394
swim,23,3.347826087,2.404705532
swimsuit,25,6.08,0.996661093
swindle,22,1.636363636,1.398824491
swine,28,4.142857143,1.799470822
swing,25,5.36,1.823001189
swinging,23,2.086956522,1.311246578
swipe,25,3,2.121320344
swirl,23,2.47826087,1.879786381
swish,26,1.5,0.761577311
switch,22,4,2.449489743
switchblade,23,5.869565217,1.546384282
switchboard,27,4.777777778,2.063106943
swollen,25,2.8,1.979057015
swoon,25,2.48,1.805547009
swoop,21,2.047619048,1.499206139
sword,26,5.461538462,1.580652251
swordfish,28,3.857142857,2.08547509
swordplay,24,2.958333333,2.17653827
swordsman,24,4.041666667,1.944427191
swore,23,1.695652174,0.973969507
swung,25,2.84,2.26715681
sycamore,24,3.916666667,1.88625847
syllabus,25,3.92,2.196967607
symbol,27,2.296296296,1.636478744
symmetrical,25,1.96,1.645195024
symphony,24,3.375,1.78915817
symposium,23,2.260869565,1.421183607
symptom,25,2.44,1.804623691
synagogue,23,4,2.022599587
synthesizer,24,4.208333333,2.042572263
syphilis,26,2.5,1.96468827
syringe,28,5.535714286,1.290482048
syringes,24,5.541666667,1.793203756
syrup,25,5.16,1.993322185
syrupy,25,2.12,1.394034911
system,24,2.208333333,1.84105751
tab,28,4.035714286,2.185510244
tabasco,23,5.260869565,1.57299342
tabernacle,26,3.884615385,1.505374985
table,25,6.4,0.866025404
tablecloth,23,5.347826087,2.080399779
tablespoon,28,5.142857143,1.860192856
tablespoonful,24,3.625,2.280589169
tablet,29,6.517241379,0.687681906
tableware,24,6.083333333,1.282547284
tabloid,23,4.52173913,2.064187386
tack,24,4.083333333,1.88625847
tackle,26,3.5,2.19544984
tackled,24,2.083333333,1.639635873
tackling,25,3.56,2.381876011
tact,25,1.76,1.051982256
tactician,23,3.565217391,1.779327936
taffy,25,4.6,2.101586702
tag,25,4.72,1.720465053
tail,23,4.086956522,2.372437248
tailcoat,23,5.47826087,1.675208677
tailgate,25,3.92,1.681269362
taillight,22,5,1.511857892
tailor,23,5.130434783,1.765949341
tailoring,23,2.652173913,1.668115312
tailspin,23,1.913043478,1.443261568
take,25,2.24,1.942506971
talc,23,4.260869565,2.136636935
tale,24,1.708333333,1.545798419
talent,23,2.739130435,2.280697487
talisman,24,4.708333333,1.756458063
talk,28,4.071428571,2.65174396
talker,25,4,2
talking,23,3.739130435,2.579946992
tall,25,2.52,1.917463602
taller,29,2.034482759,2.043854178
talon,24,3.958333333,1.876146992
tambourine,24,5.916666667,1.380506103
tampon,24,6.208333333,1.102533315
tan,24,1.916666667,1.665941871
tang,20,2.65,1.954078057
tangerine,22,5.772727273,1.875450884
tangle,24,2.958333333,1.876146992
tango,24,2.541666667,1.84105751
tangy,25,1.84,1.675310916
tank,23,4.608695652,2.016728459
tantrum,25,2.48,1.851125784
tap,26,3.538461538,2.195099437
tape,24,5.833333333,1.239448218
taper,21,2.095238095,1.410842369
tapering,23,1.739130435,1.096166515
tapestry,23,4.565217391,2.292796763
tapeworm,27,3.222222222,2.118296364
tapioca,22,4.454545455,2.086858489
tapping,25,2.68,2.055885859
taps,25,3,2.061552813
tar,27,4.37037037,1.924500897
tarantula,25,4.08,2.119748413
target,23,3,1.705605731
tart,22,3.681818182,2.732282556
tartar,25,4.48,1.805547009
task,26,2.653846154,2.152994337
tassel,24,4.166666667,1.785610763
taste,29,2.482758621,2.080877041
tasteless,25,2.72,2.092048438
taster,25,3.16,1.951068084
tasty,27,2.296296296,2.180592982
tattered,24,1.875,1.153915828
tattoo,26,4.730769231,1.801281595
